POS,Name,STU,MOV,CON,PBABIP,HRR,FB,CH,CB,SL,SI,SP,CT,FO,CC,SC,KC,KN,PIT,G/F,VELO,STM,HLD,G,GS,IP,R,HR/9,K%,BB%,ERA+,FIP-,rWAR
RP,Pedro Redman,25,30,20,50,20,35,-,-,25,-,-,-,-,-,-,-,-,2,FB,91-93,35,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Buddy Reed,45,40,30,45,35,50,-,-,50,-,-,-,-,-,-,-,-,2,EX FB,94-96,30,35,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Sheldon Reed,40,40,30,50,35,40,40,40,40,-,-,-,-,-,-,-,-,4,EX FB,89-91,30,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Jake Reindl,50,50,25,65,45,55,-,-,55,-,-,-,-,-,-,-,-,2,EX FB,94-96,30,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Peyton Remy,40,50,45,50,45,45,50,45,-,-,-,-,-,-,-,-,-,3,EX FB,89-91,55,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Brett Renfrow,35,40,40,50,35,45,30,35,-,-,-,-,-,-,-,-,-,3,NEU,93-95,65,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Tyler Renz,35,30,25,50,20,35,25,35,35,-,-,-,-,-,-,-,-,4,FB,89-91,50,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Drew Rerick,25,30,20,55,20,40,20,20,25,-,-,-,-,-,-,-,-,4,NEU,93-95,35,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Patricio Ress,30,45,20,55,45,30,30,25,-,-,-,-,-,-,-,-,-,3,FB,88-90,35,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Gus Reyes,30,25,25,45,20,35,30,30,-,-,-,-,-,-,-,-,-,3,EX FB,89-91,45,75,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Jean Carlos Reyes,25,45,20,55,40,30,-,-,25,-,-,-,-,-,-,-,-,2,NEU,88-90,45,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Luis Reyes,35,40,35,50,40,45,30,-,40,40,-,-,-,-,-,-,-,4,NEU,94-96,45,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Ransiel Reyes,20,20,20,50,20,30,-,-,25,-,-,-,-,-,-,-,-,2,FB,91-93,30,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Samuel Reyes,40,50,40,50,45,40,40,-,-,-,-,35,-,-,-,-,-,3,FB,90-92,35,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Zack Rhodes,30,45,35,50,45,30,35,-,-,35,-,30,-,-,-,-,-,4,GB,87-89,50,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Sam Rice,20,20,20,50,20,30,20,20,-,-,-,-,-,-,-,-,-,3,EX FB,89-91,50,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Truman Richter,30,20,20,55,20,30,25,30,-,-,-,-,-,-,-,-,-,3,NEU,87-89,50,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Chase Rios,35,20,25,45,20,40,20,-,35,-,30,-,-,-,-,-,-,4,NEU,91-93,60,60,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Jose Rivas,20,45,20,55,40,30,25,25,-,-,-,-,-,-,-,-,-,3,NEU,90-92,35,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Blake Rivera,45,45,30,55,45,-,40,-,50,45,-,-,-,-,-,-,-,3,GB,93-95,30,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Danny Rivera,25,20,20,40,20,30,20,-,30,-,-,-,-,-,-,-,-,3,FB,89-91,50,75,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Izzy Rivera,20,30,20,40,25,35,20,20,-,-,20,-,-,-,-,-,-,4,FB,91-93,45,60,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Radymir Rivera,30,20,20,50,20,30,-,30,-,-,-,-,-,-,-,-,-,2,EX FB,88-90,55,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Mavrick Rizy,30,35,25,55,30,40,20,30,35,-,-,-,-,-,-,-,-,4,NEU,91-93,50,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Mason Roach,25,20,20,50,20,25,25,30,-,-,-,-,-,-,-,-,-,3,EX FB,85-87,45,60,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Jonathan Robbin,20,30,30,50,20,25,20,-,-,20,-,-,-,-,-,-,-,3,EX GB,89-91,60,60,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Sean Robbins,20,20,20,40,20,30,20,-,-,25,-,-,-,-,-,-,-,3,NEU,88-90,45,30,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Ethan Roberts,45,50,45,50,45,-,-,-,50,-,-,50,-,-,-,-,-,2,FB,91-93,30,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Max Roberts,45,45,30,45,45,45,-,50,-,-,-,45,-,-,-,-,-,3,NEU,92-94,30,60,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Saxon Roberts,25,30,25,50,25,40,20,20,30,-,-,-,-,-,-,-,-,4,NEU,92-94,60,35,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Darius Robinson,30,20,20,45,20,35,20,35,-,-,-,-,-,-,-,-,-,3,EX FB,89-91,50,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Edrian Robinson,20,45,20,50,40,30,20,20,-,-,-,-,-,-,-,-,-,3,NEU,89-91,30,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Ethan Robinson,30,20,20,45,20,40,20,30,30,-,-,-,-,-,-,-,-,4,NEU,91-93,55,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Ronny Robles,25,50,20,55,45,20,-,-,30,-,-,-,-,-,-,-,-,2,EX FB,83-85,40,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Carlos Rocha,30,20,20,35,20,30,20,-,30,-,25,-,-,-,-,-,-,4,FB,87-89,65,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Javier Rocha,25,20,20,40,20,30,20,-,25,-,-,-,-,-,-,-,-,3,FB,88-90,45,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Brayan Rodriguez,35,25,20,50,20,35,-,-,35,-,-,-,-,-,-,-,-,2,NEU,88-90,35,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Carlos Rodriguez,30,20,20,50,20,35,25,30,-,-,-,-,-,-,-,-,-,3,EX FB,90-92,55,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Christian Rodriguez,25,30,25,45,20,40,30,-,35,-,-,-,-,-,-,-,-,3,FB,92-94,50,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Christopher Rodriguez,20,25,25,50,20,30,-,25,-,-,-,-,-,-,-,-,-,2,NEU,90-92,35,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Dereck Rodriguez,35,50,45,50,45,40,35,35,40,-,-,-,-,-,-,-,-,4,NEU,92-94,55,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Edmundo Rodriguez,40,25,20,50,20,40,30,50,-,-,-,-,-,-,-,-,-,3,NEU,88-90,50,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Edwin Rodriguez,20,45,20,55,45,25,-,-,20,-,-,-,-,-,-,-,-,2,NEU,87-89,35,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Elvin Rodriguez,45,50,50,50,45,50,50,50,-,-,-,-,-,-,-,-,-,3,EX FB,92-94,50,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Erick Rodriguez,30,30,25,50,20,40,20,30,-,-,-,-,-,-,-,-,-,3,FB,91-93,30,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Erick Rodriguez,35,45,25,55,40,35,35,-,35,-,-,-,-,-,-,-,-,3,FB,90-92,35,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Frandy Rodriguez,25,25,25,55,20,35,25,-,25,-,-,-,-,-,-,-,-,3,NEU,90-92,45,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,JD Rodriguez,25,25,25,50,20,-,-,-,25,25,-,-,-,-,-,-,-,2,NEU,90-92,40,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Jesus Rodriguez,20,20,20,55,20,30,-,-,25,-,-,-,-,-,-,-,-,2,FB,90-92,40,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Jose Rodriguez,20,50,50,55,50,40,30,20,30,-,-,-,-,-,-,-,-,4,NEU,93-95,50,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Luke Rodriguez,35,35,30,45,35,40,30,40,40,-,-,-,-,-,-,-,-,4,NEU,92-94,55,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Marcos Rodriguez,20,50,20,60,45,35,-,-,30,-,-,-,-,-,-,-,-,2,FB,91-93,30,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Mel Rodriguez,20,20,25,40,20,25,20,-,-,-,-,20,-,-,-,-,-,3,FB,88-90,50,30,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Miguel Rodriguez,40,45,40,50,40,45,35,-,40,-,-,-,-,-,-,-,-,3,FB,92-94,30,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Miguelangel Rodriguez,20,25,20,50,20,30,20,25,-,-,-,-,-,-,-,-,-,3,FB,89-91,35,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Nate Rodriguez,35,40,30,40,40,45,-,25,-,-,-,30,-,-,-,-,-,3,NEU,94-96,35,65,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Richard Rodriguez,35,50,60,55,45,45,-,30,-,-,-,-,-,-,-,-,-,2,NEU,94-96,30,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Yonfi Rodriguez,20,45,25,50,40,30,20,-,30,-,-,-,-,-,-,-,-,3,NEU,90-92,30,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Eddie Rogers,30,25,30,45,20,35,25,25,25,-,-,-,-,-,-,-,-,4,FB,90-92,50,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Edwin Roldan,30,35,40,50,30,-,20,35,30,-,30,35,-,-,-,-,-,5,NEU,94-96,60,25,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Tommy Roldan,30,20,30,40,20,35,20,25,25,-,-,-,-,-,-,-,-,4,FB,90-92,55,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Carlos Roman,20,25,30,40,20,25,20,-,20,20,20,-,-,-,-,-,-,5,NEU,87-89,60,65,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Denny Roman,35,45,35,50,45,40,35,35,-,-,-,-,-,-,-,-,-,3,EX FB,92-94,35,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Jay Romano,35,20,20,45,20,40,20,-,-,30,-,-,-,-,-,-,-,3,FB,92-94,40,65,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Geronimo Rombley,35,30,20,55,20,30,-,40,-,-,-,-,-,-,-,-,-,2,FB,88-90,35,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Eliecer Romero,30,45,20,55,40,30,35,30,-,-,-,-,-,-,-,-,-,3,EX FB,88-90,30,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Miguel Romero,35,50,40,50,50,45,30,-,40,-,-,-,-,-,-,-,-,3,GB,96-98,35,30,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Tommy Romero,35,45,50,50,45,40,-,30,30,-,35,-,-,-,-,-,-,4,EX FB,91-93,45,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Willians Romero,30,20,20,50,20,35,20,25,-,-,-,-,-,-,-,-,-,3,NEU,90-92,35,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Rino Ronchetti,25,35,20,45,30,30,25,-,25,-,-,-,-,-,-,-,-,3,NEU,86-88,60,25,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Wilton Rondon,30,45,20,55,45,35,-,-,30,-,-,-,-,-,-,-,-,2,FB,90-92,30,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Tyler Rooney,20,25,25,45,20,35,20,-,-,25,-,25,-,-,-,-,-,4,FB,92-94,60,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Manny Rosales,20,30,30,40,20,35,20,-,25,-,-,-,-,-,-,-,-,3,NEU,91-93,65,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,David Rosario,30,30,30,40,25,40,20,-,-,-,20,-,-,-,-,-,-,3,NEU,87-89,55,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Emilio Rosario,20,20,20,55,20,20,-,-,20,-,-,-,-,-,-,-,-,2,EX FB,80-83,20,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Julio Rosario,25,30,20,50,20,30,-,30,-,-,-,-,-,-,-,-,-,2,NEU,89-91,30,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Wander Rosario,35,35,20,50,25,35,-,-,30,-,-,-,-,-,-,-,-,2,NEU,89-91,30,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Dan Rose,30,20,25,35,20,35,25,-,25,25,-,-,-,-,-,-,-,4,FB,89-91,60,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Jackson Rose,45,50,50,50,50,45,50,55,-,-,-,-,-,-,-,-,-,3,EX FB,90-92,40,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Brian Ross,20,25,25,40,20,25,20,-,20,-,-,-,-,-,-,-,-,3,EX FB,88-90,55,35,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Luke Ross,20,20,20,50,20,25,20,30,25,-,-,-,-,-,-,-,-,4,FB,85-87,45,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Will Ross,30,30,20,50,20,35,25,-,35,-,-,-,-,-,-,-,-,4,NEU,90-92,50,35,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Ramon Rosso,45,55,45,55,55,50,45,-,50,-,-,-,-,-,-,-,-,3,FB,93-95,40,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Weston Rouse,35,30,35,45,20,40,30,40,-,-,-,-,-,-,-,-,-,3,FB,89-91,45,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Hudson Rowan,35,35,25,40,30,35,35,40,-,-,-,-,-,-,-,-,-,3,NEU,89-91,35,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Blaine Rowland,20,30,20,45,25,25,20,20,25,-,-,-,-,-,-,-,-,4,NEU,89-91,60,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Cole Royer,35,25,20,40,20,40,25,35,35,-,-,-,-,-,-,-,-,4,NEU,91-93,45,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Alex Rubalcava,20,20,20,35,20,25,20,-,-,20,-,-,-,-,-,-,-,3,FB,88-90,65,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Alexis Rubio,25,25,20,50,20,25,-,30,-,-,-,-,-,-,-,-,-,2,NEU,87-89,40,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Orlando Rubio,35,20,25,50,20,35,35,35,-,-,-,-,-,-,-,-,-,3,FB,87-89,40,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Isaac Rudecindo,25,45,20,55,45,20,40,-,-,-,-,-,-,-,-,-,-,2,NEU,75-80,25,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Juan Ruiz,25,25,25,45,20,25,-,-,20,-,-,-,-,-,-,-,-,2,FB,84-86,45,35,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Manny Ruiz,35,25,30,40,20,40,-,-,-,30,-,25,-,-,-,-,-,3,FB,90-92,40,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Marco Ruiz,30,20,20,40,20,35,20,-,30,-,-,-,-,-,-,-,-,3,FB,90-92,70,70,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Manuel Rumbos,20,25,20,45,20,25,-,25,-,-,-,-,-,-,-,-,-,2,EX FB,86-88,40,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Matt Ruppenthal,45,45,30,50,45,50,45,70,-,-,-,-,-,-,-,-,-,3,NEU,92-94,45,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Mason Russell,35,20,30,55,20,40,25,40,40,-,-,-,-,-,-,-,-,4,FB,90-92,55,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Matt Russell,35,45,40,50,45,45,25,-,40,-,-,-,-,-,-,-,-,3,NEU,94-96,35,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,River Ryan,50,50,45,55,50,75,45,50,60,50,-,50,-,-,-,-,-,6,NEU,97-99,55,35,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Shawn Ryan,30,20,20,40,20,35,20,-,35,-,-,-,-,-,-,-,-,3,FB,89-91,50,60,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Reynaldo Saa,30,30,30,55,20,30,-,-,30,-,-,-,-,-,-,-,-,2,NEU,88-90,35,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Andrew Saalfrank,50,55,35,50,60,-,-,70,-,55,-,-,-,-,-,-,-,2,EX GB,91-93,30,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Elvis Saba,25,45,20,55,45,30,-,30,-,-,-,-,-,-,-,-,-,2,NEU,89-91,40,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Asher Sabom,35,20,20,45,20,40,25,-,35,-,-,-,-,-,-,-,-,3,NEU,91-93,50,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Ken Salas,20,45,20,55,45,25,-,-,25,-,-,-,-,-,-,-,-,2,FB,88-90,40,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Jonathan Salazar,20,50,20,55,45,30,-,25,-,-,-,-,-,-,-,-,-,2,NEU,90-92,45,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Cawrin Salcedo,20,20,20,50,20,30,20,20,-,-,-,-,-,-,-,-,-,3,NEU,89-91,40,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Bryan Sammons,40,35,35,55,30,40,-,35,35,-,35,40,-,-,-,-,-,5,FB,91-93,50,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Adrian Sampson,35,50,50,55,45,45,35,-,40,-,-,-,-,-,-,-,-,3,FB,93-95,50,60,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,CJ Sampson,30,35,35,55,25,30,20,30,25,-,-,-,-,-,-,-,-,4,NEU,88-90,55,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Aaron Sanchez,30,50,45,50,50,30,25,25,30,30,-,35,-,-,-,-,-,6,NEU,90-92,45,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Angel Sanchez,30,20,25,50,20,30,-,25,-,-,-,-,-,-,-,-,-,2,FB,88-90,45,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Argeny Sanchez,30,20,25,55,20,30,-,20,-,-,-,-,-,-,-,-,-,2,NEU,87-89,45,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Enger Sanchez,30,45,25,55,45,30,25,-,25,-,-,-,-,-,-,-,-,3,NEU,89-91,45,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Jeison Sanchez,25,45,25,55,45,40,25,25,-,-,-,-,-,-,-,-,-,3,FB,92-94,30,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Julius Sanchez,30,20,25,50,20,40,20,25,35,-,-,-,-,-,-,-,-,4,FB,93-95,50,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Mario Sanchez,35,45,55,55,45,40,40,35,-,-,-,-,-,-,-,-,-,3,FB,90-92,45,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Oscar Sanchez,30,20,20,50,20,35,20,-,30,-,-,-,-,-,-,-,-,3,NEU,88-90,30,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Pete Sanchez,35,40,35,45,35,40,30,35,35,-,-,-,-,-,-,-,-,4,NEU,90-92,65,65,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Tomy Sanchez,20,45,25,50,45,25,20,-,25,-,-,-,-,-,-,-,-,3,FB,87-89,30,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Masaumi Sander,30,25,20,40,20,35,25,-,-,25,-,-,-,-,-,-,-,3,FB,88-90,60,75,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Jackson Sanders,35,30,25,50,20,40,25,35,35,-,-,-,-,-,-,-,-,4,FB,92-94,55,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Trey Sanders,20,20,20,55,20,30,25,20,25,-,-,-,-,-,-,-,-,4,FB,88-90,45,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Schuyler Sandford,20,20,20,65,20,35,20,-,30,-,-,-,-,-,-,-,-,3,FB,92-94,55,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Luca Sandrella,25,20,20,40,20,35,20,25,-,-,-,-,-,-,-,-,-,3,FB,90-92,40,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Jurdão Sanha,20,25,25,40,20,30,20,-,-,-,20,-,-,-,-,-,-,3,FB,91-93,45,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Adrian Santana,20,45,20,55,40,25,-,30,-,-,-,-,-,-,-,-,-,2,NEU,88-90,40,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Mario Santana,20,25,20,50,20,30,-,20,-,-,-,-,-,-,-,-,-,2,NEU,90-92,40,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Osiris Santana,25,45,20,50,40,30,-,20,-,-,-,-,-,-,-,-,-,2,NEU,88-90,30,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Sebastian Santana,30,20,25,55,20,35,20,20,-,-,-,-,-,-,-,-,-,3,EX FB,90-92,30,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Welington Santana,20,20,20,50,20,20,25,-,-,-,25,20,-,-,-,-,-,4,EX FB,75-80,20,20,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Felipito Santos,30,45,20,55,40,40,25,30,-,-,-,-,-,-,-,-,-,3,FB,92-94,30,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Lisandro Santos,50,45,25,55,45,-,45,-,50,55,-,-,-,-,-,-,-,3,GB,94-96,35,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Robert Satin,30,30,30,45,25,35,30,-,35,-,-,-,-,-,-,-,-,3,NEU,89-91,40,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Gilbert Saunders III,20,20,20,50,20,25,20,25,25,-,-,-,-,-,-,-,-,4,EX FB,88-90,45,35,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Matt Sauser,30,25,35,45,20,35,30,30,30,-,-,-,-,-,-,-,-,4,EX FB,89-91,55,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Justin Scales,35,25,30,50,20,35,25,30,-,-,30,-,-,-,-,-,-,4,NEU,89-91,55,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Dominick Scalese,20,20,20,40,20,25,20,25,-,-,-,-,-,-,-,-,-,3,EX FB,89-91,55,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Derek Schaefer,35,30,20,45,25,40,40,45,-,-,-,-,-,-,-,-,-,3,FB,89-91,50,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Joe Schiller,35,30,30,50,25,40,25,20,-,-,-,30,-,-,-,-,-,4,EX FB,91-93,30,70,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Joseph Schmidt,30,30,30,45,25,30,30,-,35,30,-,-,-,-,-,-,-,4,FB,87-89,50,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,William Schmidt,35,30,20,50,20,45,25,35,-,-,-,-,-,-,-,-,-,3,NEU,94-96,50,30,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Hunter Schmitt,30,20,25,50,20,35,20,30,-,-,-,-,-,-,-,-,-,3,FB,90-92,50,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Sam Schofield,30,20,40,45,20,35,30,35,-,-,-,-,-,-,-,-,-,3,FB,89-91,55,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Jakob Schulz,20,25,25,45,20,35,20,25,25,-,-,-,-,-,-,-,-,4,FB,90-92,55,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Landon Schutte,20,20,20,35,20,25,-,20,20,-,-,-,-,-,-,-,-,3,EX FB,86-88,45,35,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Roy Schwenke,35,35,30,40,35,35,-,-,-,35,35,-,-,-,30,-,-,4,NEU,88-90,65,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Cody Scroggins,30,45,35,50,45,35,25,-,30,40,-,30,-,-,-,-,-,5,FB,93-95,30,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Andre Scrubb,40,35,20,50,30,45,-,40,-,-,-,35,-,-,-,-,-,3,FB,92-94,30,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Camron Seagraves,35,25,25,50,20,45,25,-,40,-,-,-,-,-,-,-,-,3,EX FB,93-95,40,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Alex Segal,45,55,25,50,55,50,45,50,50,-,-,-,-,-,-,-,-,4,EX GB,92-94,35,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Dawry Segura,20,45,25,55,40,25,-,-,25,-,-,-,-,-,-,-,-,2,NEU,87-89,35,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Eric Segura,35,40,40,55,35,35,35,-,35,-,-,-,-,-,-,-,-,3,FB,90-92,55,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Brennan Seiber,30,40,35,45,35,-,25,-,40,35,-,-,-,-,-,-,-,3,GB,92-94,40,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
